Source,Target
ಕಲಿತರೆ,ಬಾಸೆ
ಕಲಿಯದಿದ್ದರೆ,ದಾನೆ
ಇಟ್ಟುಕೊಳ್ಳಲಾಗಿದೆ.,ದೀಡೊನ್‍ನೆ.
ಹಲಸಿನಲ್ಲಿ,ಪೆಲಕಾಯಿಡ್
ಸಂತೋಷದಿಂದ,ಸ೦ಂತೋಸೊಡು
ಇದ್ದರು.,ಇತ್ತೆರ್‌
ತತ,ತತ
ತಂತಿಮೂಲದ,ತಂತಿಮೂಲೊದ
ವಾದನ,ವಾದನ
ವೀಣೆ,ವೀಣೆ
ಪಿಟೀಲು,ಪಿಟೀಲು
ಆಡಂಬರಕ್ಕೆ,ಆಡಂಬರೊಗು
ನಾಗೋತ್ಸವ,ನಾಗೋತ್ಸವ
ಅಷ್ಟರವರೆಗೆ,ಆತ್‌ನೆಟ್‌
ದ.ಕ.ಜಿಲ್ಲೆಯಲ್ಲಿ,ದ.ಕ.
ರಿಯಾಯಿತಿ,ಆಸ್ಪತ್ರೆಡ್
ದರದಲ್ಲಿ,ಸರಕಾರದ
ಭಾರತ್-ಆರೋಗ್ಯ,ಬೊಕ್ಕ
ಸೇವೆಯ,ಚಿಕಿತ್ಸೆ
‘ಸಹಾಯವಾಣಿ’,ಸೇವೆದ
ಯನ್ನು,ಸಹಾಯಗಾದ್
ಕರೆ,‘ಸಹಾಯವಾಣಿ’ನ್
ಕಲ್ಯಾಣ,ಕುಟುಂಬ
ಅವರಿಗೂ,ಅರೆಗ್ಲ
ತಣ್ಣಿರು,ಚೌಳಿ
ಮೈದಂತೆ,ನೀರ್
ಕೊಚ್ಚಿ,ಕೊಚ್ಚಿದ್
ಬಟ್ಟೆಯಲ್ಲಿ,ಕುಂಟುಡ್
ಎರಡುವರೆ,ರಡ್ಡರೆ
ಅಡಿಯಷ್ಟು,ಅಡಿತ್ತಾತ್
ಉದ್ದಕ್ಕೆ,ಉದ್ದೊಗು
ಫೆಬ್ರವರಿ,ಫೆಬ್ರವರಿ
ಸಂಪಾದನೋತ್ಸವ,ಸಂಪಾದನೋತ್ಸವ
ಮಾಡಿದ್ದೇವೆ.,ಆಲೋಚನೆ
ತಲೆಮಾರಿಗೆ,ಮಂಡೆಲೆಗ್
ಅಷ್ಟಾಗಿ,ಆತ್
ಗೊತ್ತಿರಲಿಕ್ಕಿಲ್ಲ,ಗೊತ್ತಿಪ್ಪರಿಜ್ಜಿ
ಆಚರಣಾ,ಆಚರಣಾ
ವಿಧಿಯಲ್ಲಿ,ವಿಧಿಟ್
ಭಾಗಗಳು,ಭಾಗೊಲು
ನಾಟಕದ,ನಾಟಕದ
ತರಹ,ಲೆಕ
ಕಡೆಯುವ,ಕರ್ಂದ
ಕಲ್ಲಿನಲ್ಲಿ,ಕಲ್ಲುಡ್
ಅರೆಪು,ಅರೆಪು
ಕಡೆಯಲಿಕ್ಕೆ,ಕಡೆವರೆಗ್
ಮಾಡುತ್ತಿದರು,ಮಲ್ತೊಂದಿತ್ತೆರ್
ಸಿಗಬಹುದೇ,ತಿಂಗೊಲ್
ದುಡಿ,ದುಡಿ
ಸೀಮೆ,ಸೀಮೆ
ಇದ್ದು,ಇತ್ತುದ್
ವಿಚಿತ್ರವಾಗಿ,ವಿಚಿತ್ರವಾದ್
ಬಾನಿನಲ್ಲಿ,ಬಾನೊಡು
ವಾಯು,ಗಾಳಿ
ಬೀಸಿಗೆ,ಬಿರ್ಸ್ಗ್
ಮೋಡವಾದ,ಮುಗಲಾತಿನ
ಗಟ್ಟಿಯಾಗುತ್ತದೆ,ತೊಲುಂಕುಡು
25:,೨೫
ಪಾಕಿಸ್ತಾನದಲ್ಲಿ,:
ಎಣ್ಣೆಯ,ಪಾಕಿಸ್ತಾನೊಡು
ಟ್ಯಾಂಕರ್,ಎಣ್ಣೆದ
ಸ್ಫೋಟ:,ಟ್ಯಾಂಕರ್‌
130,ಸ್ಫೋಟ:
ಸಾವು.,ಸಾವು.
ಸ್ಕೌಟ್ಸ್,ಸ್ಕೌಟ್ಸ್
ಗೈಡ್ಸ್,ಗೈಡ್ಸ್
ಭವನದಲ್ಲಿ,ಭವನಡ್
ಸಾರ್ವಜನಿಕರಿಗಾಗಿ,ಸಾರ್ವಜನಿಕೆರೆಗಾದ್
ಚಿಕಿತ್ಸೆಯ,ಬೊಕ್ಕ
ಶಿಬಿರಕ್ಕೆ,ಚಿಕಿತ್ಸೆದ
ಉಮಾನಾಥ,ಶಾಸಕ
ಕೋಟ್ಯಾನ್‍ರವರು,ಉಮಾನಾಥ
ಆಳ್ವಾಸ್,ಕೋಟ್ಯಾನ್
ಪ್ರತಿಷ್ಠಾನ,ಆಳ್ವಾಸ್
ಹೆಲ್ತ್,ಬೊಕ್ಕ
ಸೆಂಟರ್,ಆಳ್ವಾಸ್
ಪ್ರವರ್ತಕ,ಹೆಲ್ತ್
ಕಾರ್ಯಚಟುವಟಿಕೆಗಳ,ಕೊರ್ದು
ಪೊಲಿದೆತ್ತೊಂದು,ಪ್ರತೀ
ಬತ್ತೊ,ಇಲ್ಲ್
ತುಲಾಮಾಸದಲ್ಲಿ,ಬೊಂತೆಲುಡ್
ಒಂದಕ್ಕೆ,ಒಂಜೆಕ್
ಪೂರಕವಾಗಿ,ಪೂರಕವಾದು
ವಸ್ತುಗಳಿಗೂ,ವಸ್ತುಗುಲಾ
ಹೆಚ್ಚಾಗುವುದು,ಎಚ್ಛಾಪುನು
ಹಿಂದೆಮುಖಮಾಡಿ,ಪಿರಮುಕುಡುದು
ನಿಲ್ಲುತ್ತಾ,ಉಂತೊಂದು
ಕಾಗೆ,ಕಕ್ಕೆ
ಕೂಗಿ,ಕರೆದ್‌
ಸಹೋದರರಲ್ಲ,ಪಲಯಡಿಕುಲತ್ತ್‌
ಬಂಡಿ,ಜವನೆರ್
ಕಾರಣಕ್ಕೆ,ಕಾರಣಡ್
ಕಥೆಗೆ,ಕಥೆಕ್
ತಿರುಗಿದ್ದು,ತಿರ್ಗುದಿನಿ
ಕೊರಗರ,ಕೊರಗುಲೆ
ಅಳುತ್ತಾನೆ,ಬುಲಿಪುವೆ
ನೋವಲ್ಲೇ,ಬೆಚ್ಚ
ಬದಲಾಗುವಗ,ಬದಲಾನಗ
ಉಳಿಸುತ್ತಾರೆ,ಒರಿಪಾವೆರ್
ತಿಳಿಯುವುದು,ತೆರಿಯೊನ್ನ
ಲಚರಿಯಲ್ಲಿ,ಲಚರಿಡ್
ಒಗಟುಗಳನ್ನೂ,ಒಗಟುಳೆನುಲಾ
ಗಾದೆಗಳನ್ನೂ,ಗಾದೆಳೆನುಲಾ
ಗೊಂಚಿಲು,ಗೊಂಚಿಲ್
ಗೊಂಚಿಲಾಗಿ,ಗೊಂಚಿಲಾದು
ಬರೆಯುತ್ತಿದ್ದೆವು,ಬರೆವೊಂದಿತ್ತ
ಚಾಲಕನಿಗೆ,ಚಾಲಕಗ್
ಕೊಟ್ಟರೂ,ಕೊರುಂಡಲಾ
ಎಸ್ಸೆಸ್ಸೆಫ್,ಎಸ್ಸೆಸ್ಸೆಫ್
ಸಂಗಮ,ಸಂಗಮ
ಎಸ್ಸೆಸ್‍ಫ್,ಎಸ್ಸೆಸ್ಸೆಫ್
ರಾಜ್ಯಾಧ್ಯಕ್ಷ,ರಾಜ್ಯಾಧ್ಯಕ್ಷ
ಅಬ್ಬುಲ್,ಅಬ್ದುಲ್ಲತೀಫ್
ಲತೀಫ್,ಸಅದಿ
ಸಅದಿ,ಶಿವಮೊಗ್ಗ
ಶಿವಮೊಗ್ಗ,ಮೆರ್ನ
(ರಂಝಾನ್,(ರಂಝಾನ್
ರಾತ್ರಿ),ರಾತ್ರಿ
9.30,ಗಂಟೆಗ್
(Zoom),ನಡಪರೆ
ನಡೆಯಲ್ಲಿಕ್ಕಿದೆ,(Zoom).
ರಾಜಕುಮಾರಿಯ,ರಾಜಕುಮಾರಿನ
ಬರುತ್ತಿದ್ದಾನೆ.,ಬತ್ತೊಂದುಲ್ಲೆ
ತಂಗಿದರೆ,ತಡೆ೦ಡಾ
ಹೆಚ್ಚುತ್ತದೆ.,ಎಚ್ಚುಂಡ್‌
ಮದುವೆಯಾಗುವ,ಆಪಿನ
ಆಸೆಯಾಯಿತು.,ಆಸೆ
ನಾಲ್ಕುವರೆ,ನಾಲಾರೆ
ಇಂಚಿನ,ಗಾವುದ
ಚಾಚಿ,ನೀರ್ದ್
ಕೆರೆಯ,ಕೆರೆತ್ತ
ಕುಡಿದ,ಪರಿಯೆ
ಸರಿಸೃಪ,ಸರಿಸೃಪೊ
ಜೀವಿ,ಜೀವಿ
ನಾಗನೂ,ನಾಗೆಲಾ
ಸಸ್ಯಹಾರಿ,ಸಸ್ಯಹಾರಿ
ಹೆಗ್ಗಣ,ಪೆರ್ಗುಡೆ
ಕಪ್ಪೆಯೇ,ಕಪ್ಪೆನೇ
ತಣಿಸುವ,ತನಿಪುನ
ಬರುವುದಾದರೆ,ಬರ್ಪರ್ಂಡ
ಒಪ್ಪಿಗೆ,ಒಪ್ಪಿಗೆ
ನೀಡಿ.,ಕೊರ್‌ಲೆ.
"ಅಣ್ಣ,","ಅಣ್ಣೆ,"
"ಅಕ್ಕ,","ಅಕ್ಕ,"
"ನೆಂಟ,","ಬಿನ್ನ,"
ಬಾಳೆಎಲೆಯನ್ನು,ಬಾರೆದಿರೆನ್
ಎಲ್ಲರನ್ನೂ,ಮಾತೆರೆನ್
ಸಮಾನವಾಗಿ,ಲಾ
ಕಾಣುತ್ತಾರೆ,ಒಂಜೆ
ಸಾಧು,ಸಾಧು
ಸಜ್ಜನಿಕೆಯ,ಸಜ್ಜಣಿಕೆದ
ಗುಣವನ್ನು,ಗುಣೊತಾರಾಯಿನೆಡ್
ಹೊಂದಿದವರಾಗಿದ್ದರಿಂದ,ಕಾಂತಣ್ಣ
ಮುಗಿಯದ,ಮುಗಿಯದ
ಕಡಲಿನಲ್ಲಿ,ಕಡಲಿನಲ್ಲಿ
ಮಾಯವಾಗಿರುವ,ಮಾಯವಾಗಿರುವ
ವಿಸ್ಮಯಗಳೆಷ್ಟೊ,ವಿಸ್ಮಯಗಳೆಷ್ಟೊ
ಅಧಿಕಾರಿ,ಅಧಿಕಾರಿ
ಎನಿಸುತ್ತಿದ್ದಾರೆ,ಉಂತುದು
ಪೆÇೀಲೀಸ್,ಪೋಲೀಸ್
ಹುತಾತ್ಮರ,ಹುತಾತ್ಮರೆ
ಪ್ರಶ್ನೆಗಳು,ಪ್ರಶ್ನೆಲು
ಎಮ್ಮೆಯನ್ನು,ಎರ್ಮೆನ್
ಎನ್ನುವರೇ,ಪನ್ಪೆರ
ಉಣ್ಣೆಯ,ಉಣ್ಣೆದ
ಮೆಡಿಟರೇನಿಯನ್,ಮೆಡಿಟರೇನಿಯನ್
ಐರೋಪ್ಯ,ಐಗುಪ್ತ
ಸಿರಿವಂತರ,ಮಲ್ಲಕುಲೆನ
ಸುಖದ,ಸುಖದ
ಆಗಿದ್ದುದು,ಆದಿತ್ತುನು
ದ್ವಂದ,ಉಂಡು
ಮುಗುಡು,ಮುಗುಡು
ಮಡೆಂಜಿ,ಮೊಡೆಂಜಿ
ಬಾಲವನ್ನು,ಬೀಲನ
ಕಚ್ಚಿಕೊಂಡು,ತುಚೊಂದು
ಗದ್ದೆಯಿಂದ,ಕಂಡೊಡ್ದು
ಗದ್ದೆಗೆ,ಕಂಡ
ಗೊತ್ತಿದೆ,ಗೊತ್ತುಂಡು
ಯಕ್ಷಗಾನದಲ್ಲಿ,ಆಟೊಡು
ಚೆಂಡೆ,ಚಂಡೆ
ಮೃದಂಗ,ಮೃದಂಗ
ಮದ್ದಳೆ,ಮದ್ದೊಲಿ
ವಾದ್ಯಗಳೆಂದು,ವಾದ್ಯೊಲಿಂದುದು
ತೂಟೆ,ತೂಟೆ
ದರ,ದರ
ಆಡಿ,ಗೊಬ್ಬುದು
ಪುಂಡದನ,ಪುಂಡದನ್
ತಿನ್ನುತ್ತಿದ್ದರು,ತಿಂದೊಂದಿತ್ತೆರ್
ಮಾತನಾಡುವುದಿಲ್ಲ,ಮನಿಪುಜೆರ್
ಬಂದ್ರಕ್ಕೆ,ಬಂದ್ರಗ್
ಪ್ರಾಮುಖ್ಯತೆ,ಪ್ರಮುಖ್ಯತೆ
ಬರುತ್ತದೆಯ,ಬರ್ಪುಂಡ
ಬಂದಿದ್ದಾವೆ,ಬೈದ
ಸಂಗತಿಯಿಂದ,ಸಂಗತಿರ್ದ್
ಪರಿಚಯದವರು,ಗುರತದಕುಳು
ಪರಿಚಯವಿಲ್ಲದವರೂ,ಗುರುತದಾಂತಿನಕುಳುಲಾ
ಕ್ರಮಗಳನ್ನು,ಕ್ರಮಕುಲೆನ್
ಮುಂದುವರಿಸುತ್ತಾ,ದುಂಬರಿತೊಂದು
ವಿಶಾಲವಾಗಿದೆ,ಮಲ್ಲೆ
ಕೆತ್ತಿನ,ಕೆತ್ತಿನ
ಕಲ್ಕುಡೆ,ಕಲ್ಕುಡೆ
ಅಲ್ತ,ಅಲ್ತ
ಅರಸುಲೆ,ಅರಸುಲೆ
ಚದುರಂಗ,ಚದುರಂಗ
ಆಟದಿಂದ,ಗೊಬ್ಬುಡ್ದು
ಕೀರ್ತಿಶೇಷನಾಗುತ್ತಾನೆ,ಕೀರ್ತಿಶೇಷನಾಗುತ್ತಾನೆ
ಬದಲಾವಣೆಗಳು,ಬದಲಾವಣೆಲು
ಇರುಲು,ರಾತ್ರೆ
ಬಿಸಿಲು,ದೊಂಬುಬರ್ಸ
ಚಳಿ,ಗಾಳಿ
ಗಂಡಾಂತರವನ್ನು,ಈ
ತಪ್ಪಿಸಲು,ಗಂಡಾಂತರನ್
ವೀರಸೇನಾನಿಯಾದ,ವೇಣೂರ
ನಿಮ್ಮಿಂದ,ಬೀರ
ಮಂಜಕ್ಕೆ,ಮಂಜಕ್ಕೆ
ಕುಡಿದರೂ,ಪರ್ಂಡಲಾ
ಸಂತೋಷ,ಸಂತೋಸ
ಬಟ್ಟೆಯ,ತಕ್ಕಣ
ತೆರಿಯ,ಯಲ್ಯ
ಮಲಗಿಸುವ,ಪಾಡುವೆರ್
ಪ್ರಮುಖವಾಗಿ,ಪ್ರಮುಖವಾದ್
"8,923","8,923"
ಬೇಟೆಯವನಿಗೆ,ಬೊಂಟೆದಾಯಗು
ನಂಬಿಕೆಯಲ್ಲಿ,ನಂಬುಗೆಡ್
ನಂಬಿರುವವರ,ನಂಬುನಕ್ಲೆನ
ಹೆಬ್ಬೆರಳನ್ನು,ದ
ನೋಡುವಾಗಲೇ,ಕೊಂಬಬೆರೆಲುನ್
ಇಡಲು,ದೀವರ
ಅರ್ಥವೇ,ಅರ್ಥನೆ
ಹೆಚ್.,ಶಾಹುಲ್
ಶಾಹುಲ್,"ಹಮೀದ್,"
"ಹಮೀದ್,",ವಾಸ:
ಮದ್ದ,"ಮನೆ,"
ಆಗಿದ್ದಾರೆ.,","
ತನಿಖೆ,ತನಿಖೆ
ಮುಂದುವರಿದಿದೆ.,ನನಲ
ಒಳ್ಳೆ,ಎಡ್ಡೆಆನನ್‌
ಹುಡುಗನನ್ನು,ತೂದು
ಕುಡಿ,ಕುಡಿ
ಹಾಕಿದಕ್ಕೆ,ಪಾಡಿನೆಕ್
ಸಿಂಗರಿಸಿದ,ಸಿಂಗರ್ತಿನ
ಸೋಮವಾರ,ಸೋಮವಾರ
ಮಾಡುತ್ತಿರುವಾಗಲೇ,ಮಲ್ತೊಂದು
ಹೃದಯಾಘಾತವಾಗಿದೆ.,ಇತ್ತಿಲಕನೇ
ಅವರಿಂದ,ಅಕ್ಲೆಡ್ದ್
ಬರೆಸಲು,ಬರೆಯರ
ಎಲ್ಲಿಯೋ,ಓಲಾ
ಕ್ರಮೇಣ,ಕ್ರಮೇಣ
ಕಷ್ಟಗಳನ್ನು,ಕಷ್ಟಲೆನ್
ನುಂಗುತ್ತಾ,ನಿಂಗೊಂದು
ತಾಪ,ತಾಪ
ತುಂಬಿಸುವಾಗ,ದಿಂಜಾನಗ
ತೆನೆಯ,ಕುರಲ್ದ
ಹಾಲಿಲ್ಲಿ,ದ್
ಕುಡಿದರೆ,ಪೇರ್
ಅದಲ್ಲದೆ,ಅವ್ವತ್ತಂದೆ
ಕಳ್ಳರ,ಕಳುವೆರ
ಕಾಟವೂ,ಕಾಟಲಾ
ಹಾರಿತು,ಬಾಲೆಡ
ಪಣೆ,ಪಾತೆರೊಂದು
ಜಾರಿತು,ಇಪ್ಪುವೆರ್
ಬೆವರು,ಬೆಗರ್
ಹುಟ್ಟುತಿದೆಯಂತೆ,ಪುಟ್ಟೊಂದುಂಡುಗೆ
ಇಳಿಯುತ್ತಿದೆಯಂತೆ,ಜತ್ತೊಂದುಂಡುಗೆ
ಪ್ರತಿಭಾವಂತ,ಪ್ರತಿಭಾವಂತ
ವಿದ್ಯಾರ್ಥಿನಿ,ವಿದ್ಯಾರ್ಥಿನಿ
ಉಷಾರಾಣಿ,ಉಷಾರಾಣಿ
ನ್ಯೂಜಿಲ್ಯಾಂಡ್‍ನಲ್ಲಿ,ಮೇರ್
ವಿಟೀರಿಯ,ನ್ಯೂಜಿಲ್ಯಾಂಡ್
ಕಮ್ಯುನಿಟಿ,ದ
ಪಾಲಿಟೆಕ್ನಿಕ್,ವಿಟೀರಿಯ
ಲಿಮಿಟೆಡ್‍ನವರು,ಕಮ್ಯುನಿಟಿ
2021ನೇ,ಲಿಮಿಟೆಡ್
“ಮಾಸ್ಟರ್,ನಡಪಾದಿನ
ಇನ್ಫಾರ್ಮೇಶನ್,ನೇ
ಟೆಕ್ನಾಲಜಿ”,ವರ್ಷದ
ಸಾಧನೆ,ಆಫ್
ಉತ್ತೀರ್ಣರಾಗಿದ್ದಾರೆ.,ಟೆಕ್ನಾಲಜಿ
ಆಸನ,ಆಸನ
ಕಪಟಕ್ಕೆ,ಕಪಟೊಗು
ಪಾಷಾಣಮೂರ್ತಿ,ಪಾಷಾಣಮೂರ್ತಿ
ತಾಯಿಯಾಗಿ,ಅಪ್ಪೆಯಾದ್
ಗೋಡೆಯಿಂದ,ಗೋಡೆಡ್ದ್
ಗೆದ್ದಲುಗಳು,ಪುಟುದಿನ
ಮಾಡುತ್ತವೆ,ಸುರು
ಸುಧಾರಿಕೊಳ್ಳಬೇಕು,ಸುಧಾರೊನೊಡು
ದೊಡ್ಡವರಾಗಬೇಕು,ಮಲ್ಲಾವೊಡು
ತಟ್ಟೆಯಲ್ಲಿ,ತಟ್ಟೆಡ್
ಅಗಿಯುತ್ತಾ,ಅಗ್ಯೊಂದು
ನಿಂಗುತ್ತಾ,ನಿಂಗೊಂದು
ಅವನ್ನು,ಅಕ್ಲೆನ್
ಯಕ್ಷಧ್ರುವ,ಯಕ್ಷಧ್ರುವ
ಪಟ್ಲ,ಪಟ್ಲ
ಫೌಂಡೇಶನ್,ಫೌಂಡೇಶನ್
ವರ್ಷವೂ,ತೀರಾ
ಕಷ್ಟದಲ್ಲಿರುವ,ಉಪ್ಪುನ
ಕಲಾವಿದರಿಗೆ,ಕಲಾವಿದೆರೆಗ್
ದಿನಸಿ,ದಿನಸಿ
ಸಾಮಾಗ್ರಿಗಳನ್ನು,ಸಾಮಗ್ರಿಲೆನ್
ತಲುಪಿಸುವ,ಗ್
ಮಗನ,ಮಗನ
ವಾದ,ವಾದ
ವಿವಾದಕ್ಕೂ,ವಿವಾದೊಗುಲಾ
ಎಲ್ಲದರಲ್ಲೂ,ಮಾತೆಡ್ಲಾ
ಮೇಲಾದ,ಮೇಲಾಯಿ
ಅರಸರನ್ನು,ಅರಸುನು
ಗೆಲ್ಲುವುದು,ಗೆಂದುನು
ವೃದ್ಧರಾದ,ಪ್ರಾಯದಂಗಿನ
ಅಸಾಧ್ಯವಾದ,ತೀರಂದಿ
ಹೆದ್ದಾರಿ,ಹೆದ್ದಾರಿ
66,66
ಮಂಗಳೂರು-ಉಡುಪಿ,ಮಂಗಳೂರು-ಉಡುಪಿ
ಬಹುತೇಕ,ಬಹುತೇಕ
ಹೊಟೇಲುಗಳು,ಹೊಟೇಲುಲು
ಮುಚ್ಚಿವೆ.,ಪಾರ್ದುoಡು
ಬಿದ್ದಿತಲ್ಲಾ,ಬುರುಂಡೆ
ವಿಕಿಪೀಡಿಯಾಕ್ಕೆ,ವಿಕಿಪೀಡಿಯೊಗು
ತಯಾರಿ,ತಯಾರಿ
ಅವರೇ,ಅಕುಲೇ
ನಿನಗೂ,ನಿಕ್ಲಾ
ನನಗೂ,ಎಂಕ್ಲಾ
ಕಾರ್ಕಳದಲ್ಲಿ,ಕಾರ್ಲದ
ಬೀರನಿಗಾದ,ಬೀರಗಾಯಿ
ಅವಸ್ಥೆಯನ್ನು,ಅವಸ್ಥೆನ್
ಆತ,ಆಯೆ
ವೇಣೂರಿನಲ್ಲಿ,ವೇಣೂರುಡು
ಕೆತ್ತುತ್ತಿರುವ,ಕೆತ್ತುನ
ಬಡಿಯುತ್ತದೆ,ಬೊಟ್ಟುಂಡು
ತುಂಬಿಸಲಿಕ್ಕೆ,ದಿಂಜಾಯೆರೆ
ಕಾರಿಂಜದಲ್ಲಿ,ಕಾರಿಂಜಡ್
ಶಿವರಾತ್ರಿ,ಶಿವರಾತ್ರೆ
ಆಚರಿಸುತ್ತಾರೆ,ಮಲ್ಪುವೆರ್
ಆಕಾಶಕ್ಕೆ,ಪುನನ್
ಬುಗುತಿ,ಬೂಮಿಗ್
ಮರು,ಮಗ್ತ್
ಗುಸುಗುಸು,ಗುಸುಗುಸು
ಕಡಲು,ಕಡಲ್
ತುಂಬಿದೆ‌,ದಿಂಜಿದ್ಀಂಡ್
ನಿನ್ನೆಯ,ಕೋಡೆದ
ಸುಂದರವಾಗಿತ್ತು,ಪೊರ್ಲಿತ್ತ್ಂಡ್
ಬೀಳುವುದಕ್ಕೆ,ಬೂರನೈಕ್
"ಸರ,",ಸರ
ಬಲೆ,ಮುರ್ಗಿ
ತೆಗೆದುಕೊಳ್ಳಬೇಕಾದ,ದೆತೊನೊಡಾಯಿನ
ಸೆಟ್ಟಿಗಳನ್ನು,"ಲೆಪ್ಪುಡ್ಜ್‌,"
"ಕರೆದು,",“ನಿಕುಲುನಾಲೂರುಗು
ನಾಲ್ಕಾರು,ಬೋಡಿತ್ತಿನ
ಸುಬ್ಬಿಯನ್ನು,ಸುಬ್ಬಿನ್‌
“ನೀನು,“ಈಯಿ
ಎಲ್ಲಿಯಾದರೂ,ಸೂ
ಕಾಣುತ್ತದ,ತೂಲಾ”
ನೋಡು”,ಪಂಡಲ್‌
ಬೆಳ್ಳಂಬೆಳ್ಳಗ್ಗೆ,ಪುಲ್ಯಕಾಂಡೆ
ಸ್ನಾನ,ಮೀದ್
ಮಡಿಯಾಗಿಕೊಂಡು,ಮಡಿಯಾವೊಂದು
ಮುಡಿಗೆ,ಮುಡಿಕ್
ಅಜ್ಜರ,ಅಜ್ಜೆರೆ
ಹೆಣವನ್ನು,ಪುನೊನು
ಕಾಲಮಾನದಲ್ಲಿ,ಪದೆತಿ
ಹೆರುವವರೂ,ಬತ್ತುದ್
ಇಟ್ಟದ್ದನ್ನೂ,ದೀತುನೆನುಲಾ
ಬೆಂಬಲ,ಬೆರಿಸಾಯೊ
ಮನೆಯಲ್ಲೊಂದು,ಇಲ್ಲಡೊಂಜಿ
ಹುಡುಗಾಟಿಕೆ,ಜೋಕುಲಾಟಿಕೆ
ಧರಿಸಿಕೊಂಡು,ತುತ್ತುದ್
ಹೊತ್ತ,ತುಂಬುನ
ಹೊರೆಕಾಣಿಕೆಯನ್ನು,ಪುದೆನ್
ಭೂತಗಳ,ಬೂತೊಲೆ
ಕ್ಷೇತ್ರದೆಡೆಗೆ,ಮಾಡದಡೆ
ಇನ್ನೊಬ್ಬನನ್ನು,ಬೊಕ್ಕರಿಯನ್
ಅತಿಕ್ರಮಿಸುವಂತಿಲ್ಲ,ದಂಟುಲೆಕ
ಸೀಳಳು,ಕುದ್ಪರೆಗ್
ಎರಡುಬದಿಯ,ರಡ್ಡರುತ
ಚಾಕು,ಬಿಸತಿ
ಬಾರಿಕೆ,ಬಾರಿಕೆ
ತಿಳಿದಿರುತ್ತದೆ,ತೆರಿದಿಪ್ಪುಂಡು
ಬಂಗಾರದ,ಬಂಗಾರ್ದ
ತ್ರಿಶೂಲದಲ್ಲಿ,ತ್ರಿಶೂಲಡ್
ಕೂರುತ್ತದೆ,ಕುಲ್ಲುಂಡು
ನಡೆಯಲಿರುವುದು.,ನಡಪೆರೆ
ಇಪ್ಪತ್ತರಿಂದ,ಇರುವರ್ದ್
ಇಪ್ಪತ್ತೈದು,ಇರ್ವತ್ತೈನ್
ಆರಂಭವಾಗುತ್ತದೆ,ಬೇಲೆ
ಮನಸನ್ನು,ಮನಸ್
ಮೇಲೆಯೇ,ಮಿತ್ತೇ
ಹರಿಯಬಿಡಬೇಕಾದ,ದೀವೊನೊಡಾಯಿನ
ಅನಿವಾರ್ಯವಿರುವುದರಿಂದ,ಅನಿವಾರ್ಯತೆ
ಪಿಲ್ಲೆಯನ್ನು,ಪಿಲ್ಲೆನ್
ಕಣಲೆ,ಕಣಲೆ
ಸೇರದೆ,ಸೇರಂದೆ
ಛಿದ್ರ,ಚಿದ್ರ
ಆಗಸ್ಟಿನಲ್ಲಿ,ಆಗುಸ್ಟುಡು
ಮೇಳ,ಮೇಳ
ನಡೆಯುವುದು,ನಡಪುಣು
ಆಲೋಚಿಸಿದಷ್ಟೂ,ಆಲೋಚನೆ
ತಾಲೂಕಿನಲ್ಲಿ,ತಾಲೂಕುಡು
ಮುಲ್ಕಿಯ,ಆವೊಂದಿತ್ತಿನೆರ್ದಾವರ
ಕಿನ್ನಿಗೋಳಿಯ,ಬೊಕ್ಕ
ಮೆನ್ನಬೆಟ್ಟುವಿನಲ್ಲಿ,ಕಿನ್ನಿಗೋಳಿದ
ಸ್ಥಾಪನೆ,ಕೇರ್
ಮಾಡುತ್ತಿದ್ದೇವೆ,ಸೆಂಟರ್
ಮುಲ್ಕಿ-ಮೂಡಬಿದ್ರೆ,ಮಲ್ತೊಂದುಲ್ಲ
ಕಸುಬಿನಲ್ಲೇ,ಕಸುಬುಡೆ
ಕಳೆಯುವ,ಕರಿಪುನ
ಮಾಡಿಕೊಂಡಿದ್ದಾರೆ,ಮಲ್ತೊಂದೆರ್
ತೊಟ್ಟಿಲನ್ನು,ತೊಟ್ಟಿಲ್
ಯಾರಿಗಾದರು,ಬೇತೆ
ಕೊಡುವುದಾದರೆ,ಏರೆಗ್ಲ
"ಕಲಿಕೆ,",ಪತ್ತ್‌ದ್‌
ಚರಕದಲ್ಲಿ,ನೂಲು
ನೇಯುವ,ಪ್ರಾಣಿಬಲಿನಿಸೇದೊ
"ಕೆಲಸ,",ಇಂಚಿನ
ನಿಷೇಧ,ಕೈಕೊಂಡೆರ್‌
ಅಮಲು,ಅಮಲ್
ಸೊತ್ತು,ಸೊತ್ತು
ಸೌಮ್ಯ,ಸೌಮ್ಯ
ರಹಿತ,ರಹಿತ
ಧೂಳು,ದೂಲು
ಹಾರುತ್ತಿದೆಯಂದೆ,ರಟ್ಟೊಂದುಂಡುಗೆ
ಪಡುವುದು,ಬೊಡ್ಚಿ.
ಬಾಲಿವುಡ್,ಬಾಲಿವುಡ್
ಸ್ಟಾರ್,ಸ್ಟಾರ್
ದೀಪಿಕಾ,ದೀಪಿಕಾ
ಪಡುಕೋಣೆಗೆ,ಪಡುಕೋಣೆಗ್‌ಲ
4,ಅರೆನ
ರಿಪೆÇೀರ್ಟ್,ಬೈದ್ಂಡ್.
ಪಿಲಿಚಂಡಿ,ಪಿಲಿಚಂಡಿ
