en,Kn
ಶಿರೂರು ಮಠಕ್ಕೆ ಉತ್ತರಾಧಿಕಾರಿಯನ್ನು ನೇಮಿಸುವ ಜವಬ್ದಾರಿ ಹೊಂದಿರುವ ಶಿರೂರು ಮಠದ ದ್ವಂದ್ವ ಮಠವಾಗಿರುವ ಸೋದೆ ವಾದಿರಾಜ ಮಠದ ಶ್ರೀ ವಿಶ್ವವಲ್ಲಭ ತೀರ್ಥ ಶ್ರೀಪಾದರು ಈ ನಿರ್ಧಾರವನ್ನು ತೆಗೆದುಕೊಂಡಿದ್ದಾರೆ ಎಂದು ಶಿರೂರು ಮಠದ ವ್ಯವಸ್ಥಾಪಕರು ಪತ್ರಿಕಾ ಹೇಳಿಕೆಯಲ್ಲಿ ತಿಳಿಸಿದ್ದಾರೆ.,"The decision was taken by Sri Vishwavallabha Theertha Sripadar of Sode Vadiraja Mutt, the dual Mutt of Shirur Mutt, which is responsible for appointing a successor to the Shirur Mutt, the manager of the Shirur Mutt said in a press statement."
ಕಪ್ಪೆಯನ್ನು ಕೊಂದರೆ ತಾಯಿಯನ್ನು ಕೊಂದ ದೋಷ.,Killing a frog is killing the mother.
ಸತ್ಯನಾಪುರದ ತಾಯಿ ಕ್ಕೆರದು ಸಿರಿಯ ಜೀವನ ಚರಿತ್ರೆ,Biography of Siri by Satyanapur's mother
ಹಾಕಿ ಪ್ರವೇಶಿಸಿದರು ಎಂದಾದರೆ,If you have entered the hockey
ದೇವರು ಇದನ್ನು ಎಲ್ಲಾ ಮರೆಯಲ್ಲಿ ನಿಂತುಕೊಂಡು ನೋಡುತ್ತಾ ಇದ್ದಾರಂತೆ,It is as if God is watching all this in secret.
ಈ ಭೂಮಿಯಲ್ಲಿ ವಿಷ ತುಂಬಿ,The earth is full of poison
ಗೌರೀಶನು  ಸುಂದರವಾಗಿದ್ದಾನೆ,gaurish is beautiful
ಒಂದು ಹಂದಿಗೆ ಒಂದೇ ಕಣ್ಣಿನಲ್ಲಿ ನೋಟ ಇಟ್ಟು,Have a look at a pig with one eye
ಅಭಿರಾಮನು ಡ್ಯೂಟಿ ಮಾಡುತ್ತಾನೆ,Abhiram does his duty
ಹೆಚ್ಚಾಗಿ ಘಟ್ಟದ ಮೇಲಿನ ಉದ್ದ ಕೊಂಬಿನ ಬೊಳ್ಳಿ,A long horned hollow mostly on the top of the ghat
ಕಿರಣನು ಹೊಸಬಟ್ಟೆಯನ್ನು ತೊಟ್ಟಿದ್ದಾನೆ,kiran is wearing a new shirt
ಅದನ್ನು ಮುಂದಿನ ಮಕ್ಕಳಿಗೆ ಯಾಕೆ ಎಂದು ಹೇಳದೆ ಬಿಡುವುದಲ್ಲ,Don't leave it to the next child to tell you why.
ಬೀಳಲಿಕ್ಕೆ ಸ್ವಲ್ಪ ಇದೆಯಂತೆ,It's like there's a little bit of falling
ರಿಕ್ಷಾ ಡ್ರೈವರ್ (ಚಾಲಕ) ಗಳಿಗೆ ತೊಂದರೆಯಾಗುತ್ತಿದೆ ಎಂದು ಹೇಳಿದರು.,He said that rickshaw drivers are facing problems.
ಗೌರೀಶನು ನೇತೃತ್ವ-ವಹಿಸುತ್ತಾನೆ,Gaurish is the lead-in
ಅಭಿನವನು ಆಲಿಸುತ್ತಾನೆ,Abhinav listens
ಅವ ಬೆಳೆದು ದೊಡ್ಡ ಆದ ಎಣ್ಸೂರ ಬರ್ಕೆಯ ಹೆಸರು ಸಂಧಿ ಬೀರದಲ್ಲಿ ಈ ರೀತಿಯಾಗಿ ಬರುತ್ತದೆ,This is how the name Sandhi Bir comes from when they grow up and grow up in large numbers.
ನಿನ್ನೆ ಸುಮಾರು 250 ಜನ ನಿರ್ಗತಿಕರಿಗೆ ಊಟದ ವ್ಯವಸ್ಥೆ ಮಾಡಿದ್ದಾರೆ.,"Yesterday, about 250 people made arrangements for food for the needy."
ದಂಟೆಯ ಅಜ್ಜಿ ಮದುಮಗಳು ಆಗುವಾಗ,When Dante's Grandmother Becomes a Bridesmaid
ಕೆಲವು ಕಡೆ ಸಣ್ಣ ಪ್ರಮಾಣದ ಪ್ರಾಣ ಹಾನಿಯಾಗಿರುವ ಬಗ್ಗೆ ವರದಿಯಾಗಿದೆ.,Minor casualties have been reported in some places.
ಅಚ್ಯುತನು ತಪ್ಪಾಗಿ ಉಚ್ಚಾರಮಾಡುತ್ತಾನೆ,Achyuta mispronounces
ಅಶ್ವತ್ಥನು ಮನೆಯನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸುತ್ತಾನೆ,Ashwath cleans the house
ಅಮರನು ಹುರಿದುಂಬಿಸುತ್ತಿದ್ದಾನೆ,Amar is cheering
ಎರಡು ಕೈಯಲ್ಲಿ ತೆಂಗಿನಕಾಯಿ ಹಿಡಿದುಕೊಂಡಿದ್ದ ಮಂತ್ರವಾದಿ,A witch holding coconuts in her two hands
ಹೆಣ್ಣು ಆ ಸೀರೆ ಉಟ್ಟು ಶೃಂಗಾರ ಆಗಬೇಕು,The girl should dress up in that saree and become a beautician.
"ತಾರೀಕು 10 ಜೂನ್,  2016 ರಂದು 10 ಗಂಟೆಯಿಂದ ಶ್ರೀ ರಾಮಕೃಷ್ಣ ಪದವಿಪೂರ್ವ ಕಾಲೇಜಿನಲ್ಲಿ ಕಾರ್ಯಕ್ರಮ ನಡೆಯಲಿದೆ.","The event will be held at Sri Ramakrishna Pre-University College from 10.00 am on 10th June, 2016."
ಚೈತನ್ಯನು ಆ ಭೂಮಿಯ ಮಾಲೀಕನಾಗಿದ್ದಾನೆ,Chaitanya is the owner of that land
ಜಗದೀಶನು ಸಿಹಿಯನ್ನು ತಿನ್ನುತ್ತಿದ್ದಾನೆ,Jagdish is eating sweets
ಅನ್ವಯನು ಕಥೆಯನ್ನು ಮುಗಿಸುತ್ತಿದ್ದಾರೆ,The application is finishing the story
ಸುಮತಿಯಕ್ಕ ಬೇಡ ಎನ್ನುತ್ತಾರ,Don't say no
ಇದಕ್ಕೆ ಮೂಲ ಅಬ್ಬಗ ದಾರಗರ ಕಥೆ,This is the story of the original
ಎನ್ನುವ ಜಾಗದಲ್ಲಿ ಕೇಪು ದ್ವಾರದ ಒಳಗೆ ಸಾಗುವಾಗ,While going inside the cape gate at this place.
ಅವಳನ್ನು ಒಬ್ಬನ ತಲೆಗೆ,put her in one's head.
ಪಾವಿತ್ರತೆಯನ್ನು ಕೊಡುವ ಪುಣ್ಯದ ಮಣ್ಣು ತುಳುನಾಡು,Tulunadu is a land of purity
ಈ ರೀತಿಯಾಗಿ ಜೂಮದಿ ತುಳುನಾಡಿನ ಊರಿಡಿ ಸಾರಾಲ್ ಜುಮಾದಿ ಎನ್ನುವ ಹೆಸರಿನಲ್ಲಿ ನೆಲೆ ಆಯಿತು,"Thus Jumadi was settled as Saral Jumadi, a town in Tulunadu."
ವಿನೀತನು ಚುರುಕಾಗಿ ಕೆಲಸವನ್ನು ಮಾಡುತ್ತಾನೆ,The humble one is quick at work
ವಿನೀತನು ವಾಹನವನ್ನು ಚಲಾಯಿಸುತ್ತಿದ್ದಾನೆ,Vinit is driving the vehicle
ಒಂದು ಗಮ್ಮತ್ತು ಆಗುವುದಾದರೆ ಒಂದು,"If it's a mess, it's a"
ರಾಜನು ಬುದ್ಧಿಹೀನನಾಗಿದ್ದಾನೆ,The king is foolish
ಆದಿತ್ಯನು ಪತ್ರವನ್ನು ಸ್ವೀಕರಿಸುತ್ತಾನೆ,Aditya receives the letter
ರಾಜ್ಯದಲ್ಲಿ ಕೊರೊನಾ ಕರ್ಫ್ಯು ಘೋಷಣೆ ಮಾಡಿದ್ದರೂ ವi ಕ್ಕಳನ್ನು ಪೆÇೀಷಕರ ಜೊತೆ ಕಳುಹಿಸದೆ ಶೈಕ್ಷಣಿಕ ಚಟುವಟಿಕೆ ನಡೆಸಿ ಕೋವಿಡ್ ಸಾಂಕ್ರಾಮಿಕ ರೋಗ ತೀವ್ರವಾಗಿ ಹರಡಲು ಕಾರಣರಾಗಿದ್ದಾರೆ.,"Despite the announcement of the corona curfew in the state, they did not send their children along with the farmers, but did educational activities and caused a severe spread of the COVID pandemic."
ತುಳುವರು ದೈವ ದೇವರ ನಂಬಿಕೆಯಲ್ಲೇ ಬದುಕನ್ನು ಸಾಗಾಸುತ್ತಿದ್ದವರು,The Tulu lived their lives in the faith of the Divine God
ಇಲ್ಲದಂತೆ ಹೋದಿರಲ್ಲ ಎಂದು,That it didn't go away
ವಿಶ್ವನಾಥನು  ಹುಡುಕುತ್ತಿದ್ದಾನೆ,Vishwanath is looking for
ಪಶ್ಚಿಮ ಬಂಗಾಳದಲ್ಲಿ ನಡೆಯುತ್ತಿರುವ ಹಿಂಸಾಚಾರವನ್ನು ಖಂಡಿಸಿ ಬಿಜೆಪಿ ಮಂಗಳೂರು ಕ್ಷೇತ್ರದ ವತಿಯಿಂದ ತೊಕ್ಕೊಟ್ಟು ಕಾಪಿಕಾಡ್‍ನ ಕಚೇರಿ ಎದುರು ಕಪ್ಪುಪಟ್ಟಿ ಧರಿಸಿ ಸಾಂಕೇತಿಕ ಪ್ರತಿಭಟನೆ ನಡೆಸಿದರು.,"Condemning the violence in West Bengal, the BJP from Mangalore constituency staged a symbolic protest in front of the office of Thokkottu Kapikad wearing black armbands."
ದಿನೇ ದಿನೇ ಬಾಹುಬಲಿಯ ದಿವ್ಯ ರೂಪ ಪಡಿಮೂಡ ತೊಡಗುತ್ತದೆ,"Day by day, the divine form of Baahubali begins to fade away."
ನಡೆದು ಹೋಗಿದೆ ರಾಮಾಯಣದಲ್ಲಿ ಸುಗ್ರೀವ ರಾಮರು ಸಮಾನ ದುಃಖಿಗಳು,Sugriva Rama is equally sad in the Ramayana.
ಅದ್ವಿಕನು ಮಾತನ್ನು ಜಾರಿಸುತ್ತಿದ್ದಾನೆ,Advika is passing on the word
ಇದರಲ್ಲಿ ಲೌಖಿಕ ಜೀವನದ ಮೂಲ ಅರ್ಥವನ್ನು ತಿಳಿಯದೆ ಜೀವನವನ್ನು ಮನುಷ್ಯ ಇವತ್ತು ಬದುಕುತ್ತಿದ್ದಾನೆ,"In this, man is living a life today without knowing the basic meaning of literal life."
ವಿನೀಶನು ಹಾರಿಸುತ್ತಿದ್ದಾನೆ,Vineesh is flying
ಅದು ಕಾರ್ಯದಂದು ಮಾತ್ರ ಕುಳಿತುಕೊಳ್ಳುವುದು,It's just sitting at work.
ನನಗೆ ಸಿಹಿ ತಿಂಡಿ ಬೇಕು,i need a sweet snack
ಅಂದರೆ ಎತ್ತಿನ ಗಾಡಿ,"That is, a bullock cart."
ಹಾಗೆಯೇ ಮಹಡಿ ಸ್ಥಾನದಲ್ಲಿ ರಾಜನ್ ದೈವಗಳ ನಂಬಿಕೆ,As well as the belief in Rajan divinities in the floor position
ಆವಾಗ ಬ್ರಾಹ್ಮಣ ಮಾನವ ಅಯ್ಯೋ ದೇವರೆ,"At that time, the Brahmana was a human being, oh God."
ಅಭಿನವನು  ಹೋಗುತ್ತಾನೆ,Abhinav goes
ಚಿನ್ಮಯನು ಚಿಂತಿಸುವುದಿಲ್ಲ,Chinmaya doesn't care
ಪಲ್ಲೆಂಕಿಯ ಮತ್ತು ಕುದುರೆಯ ವಿಚಾರ ಮಾತ್ರ ಬರುವುದು,There is only the matter of the palenque and the horse.
ರವೀಶನು ಸ್ನೇಹಮಯಿಯಾಗಿದ್ದಾನೆ,Ravish is friendly
ಹಾಲಿಗೆ ಹುಳಿ‌‌ ಹಿಂಡಿದನು,Sourdough squeezed into milk
ಸುಧಾಮನು ಸತ್ಯ ನುಡಿಯುತ್ತಿದ್ದಾನೆ,Sudha ̄ ma is telling the truth
ಅರುಣನು  ಹಿಡಿದುಕೊಂಡಿದ್ದಾನೆ,Aruna is holding
ಅಂಗಳ ಬಂಡೆಕಲ್ಲು ಆಗುವಾಗ,When the yard becomes rocky
ನಮ್ಮ ಆತ್ಮ ಸೂಕ್ಷ್ಮರೂಪದಲ್ಲಿದೆ ಗುಡಿ ಶಬ್ದದ ಪ್ರಯೋಗ ಇಲ್ಲಿ ಸರಿಯಾಗಿದೆ,Our soul is in subtle form and the use of the word Gudi is correct here.
ಬೀರ ಕಲ್ಕುಡ ತನ್ನ ಕಲೆಯನ್ನು ವ್ರುತವಾಗಿ ಸ್ವೀಕರಿಸಿದ್ದ,Bir Kalkuda was an ardent adopter of his art
ಆರ್ಥಿಕ ಏರುಪೇರಿನ ಕನ್ನಡಿಯಾಗಿ ಈ ತತ್ವ ಕೆಲಸ ಮಾಡುವುದು,This principle serves as a mirror to economic volatility.
ಅವರ ಕಾಲು ಭೂಮಿಯ,their feet of the earth.
ಹಳೆಯ ಇಡುಸುಡಿ ಕಡ್ಡಿ,Old stick
ಕುಣಿಇಯುವವರು ಎರಡು ಸಾಲಿನಲ್ಲಿ ನಿಲ್ಲುತ್ತಾರೆ,The potter stands in two rows
ಲಸಿಕೆಯನ್ನು ನಿಗದಿತ ಸಮಯದೊಳಗೆ ನೀಡಿ,Give the vaccine within the stipulated time.
ಪ್ರಹ್ಲಾದನು ಆರಿಸುತ್ತಿದ್ದಾನೆ,Prahlad is choosing
ವಿಭವನು ಬಯಸುತ್ತಿದ್ದಾನೆ,The potential wants
1919 ರಲ್ಲಿ ನಡೆದ ಜಲಿಯನ್‍ವಾಲಾ ಬಾಗ್ ಸಭೆಯಲ್ಲಿ ಪಾಲ್ಗೊಂಡರು.,He attended the Jallianwala Bagh congregation in 1919.
ನಾವು ಎಲ್ಲಿಗೆ ಹೋಗುತ್ತಿದ್ದೇವೆ ಆಸೆಯನ್ನು ನಂದಿಸಿ ಬಯಸಿದ,Where are we going?
ಮುಲ್ಕಿ ಬಸ್ ನಿಲ್ದಾಣದ ರಿಕ್ಷಾ ಪಾರ್ಕ್ ಒಂದರಲ್ಲೇ 173 ರಿಕ್ಷಾಗಳಿವೆ.,The rickshaw park at Mulky bus stand alone has 173 rickshaws.
ಕೆಸರು ಮೆತ್ತಿಸಿಕೊಂಡು ಎಷ್ಟು ಖುಷಿಯಲ್ಲಿ ಇದ್ದ ಕಾಲ ಅದು,It was such a happy time to soak up the mud.
ಸತೀಶನು  ಜಾರಿಸುತ್ತಿದ್ದಾನೆ,Satheesh is running
ಯಾಕೆ ಎಂದರೆ ಅವರು ದೇವರ ಪಾದ ಸೇರುವಾಗ ಅವಳನ್ನು ಬುದ್ದಿಯೆ ತಿಳಿಯುತ್ತಾ ಇರಲಿಲ್ಲ,Because they did not understand her when they came to God's feet.
ಮಣಿಕಂಠನು ಬುದ್ಧಿಹೀನನಾಗಿದ್ದಾನೆ,Manikanta is mindless
ಉಣ್ಣೆಯಲ್ಲಿ ಬಿಸಿ ಹರಡುವುದಿಲ್ಲ ಹೇಳುವುದಾದರೆ ಇದು ಉಷ್ಣ ಆವಾಹಕ ಎಂದು ಕನ್ನಡದಲ್ಲಿ ಹೇಳುತ್ತಾರೆ,It is said in Kannada that wool is a thermal insulator if it does not spread heat.
ಅವಳ ತಲೆ ಜ್ವರದಲ್ಲಿ ಗೆಂಡದಂತೆ ಕುದಿಯುತ್ತಾ ಇದೆ,Her head is boiling like a fever.
ಅಯ್ಯೋ ದೇವರೆ ಯಾರು ಮಾಡಿದ ಮಾಟ,oh my god who did the magic
ಪ್ರಕಾಶನು ಓಡಿಸುತ್ತಾನೆ,The publication runs
ಮೂರು ನಾಲ್ಕು ದಿನ ಪ್ರವಾಹ ಇಳಿಯದೆ ಇರುವಾಗ,When the flood does not subside for three or four days
ಕತ್ತನ್ನು ಅತ್ತ ಇತ್ತ ತಿರುಗಿಸುತ್ತಿದೆ,Turning the darkness here and there
ಹುಟ್ಟಿ ಮೂರು ದಿನದ ನಂತರ ಹಾಲು ಹಚ್ಚಿ ಸ್ನಾನಮಾಡಿಸುತ್ತಾರೆ,"Three days after birth, they are given a bath with milk."
ಇದಾದ ನಂತರ ಒಂದು ಸಾಣದಿಗೆಯಲ್ಲಿ ದೀಪ ಉರಿಸಿ,Then turn on the light in a few seconds.
ದೀಪ ಮನೆಯ ಯಜಮಾನ ಮತ್ತೆ ಅತಿಥಿಗಳ ಮುಖಕ್ಕೆ ಬೆಳಕು ಕೊಟ್ಟು,The owner of the lighthouse lights up the faces of the guests again.
ಇವರೊಂದಿಗೆ ಒಬ್ಬ ಡೋಲು ಬಡಿಯುವವ,A juggler with them
ಅನಂತಾಡಿ ಪುತ್ತೂರಿನ ಬಲ್ನಾಡ್ ಜಾಗದಲ್ಲಿ ತಾಯಿಯ ಗುಡಿ ಇದೆ,"There is a Mother's Temple at Balnad, Anantadi Puttur"
ಊರುಲ್ಲೇ ಬೇಕಾದಷ್ಟು ಹೆರಿಸುವ ಸೂಲಗಿತ್ತಿಯರು ಇದ್ದರು,There were enough midwives in town
ಆದರೆ ರಿಕ್ಷಾ ಚಾಲನೆ ಮಾಡಿ ಜೀವನ ನಡೆಸುತ್ತಿದ್ದವರು ಬಹಳ ಕಷ್ಟದಲ್ಲಿದ್ದಾರೆ.,But those who make a living by driving rickshaws are in a lot of trouble.
ಮಾನವನ ಧರ್ಮಕ್ಕೆ ಅರ್ಥ ಸಿಗುವುದಿಲ್ಲ,Human religion has no meaning.
ತುಳು ವಿಕಿಗೆ ಸೇರಿಸುವ ತಿದ್ದುವ ಕೆಲಸ ಪ್ರತಿದಿನ ನಡೆಯಬೇಕು ಅದಕ್ಕಾಗಿ ಪ್ರತಿ ವಾರ ನಮ್ಮ  ತುಳುನಾಡಿನಲ್ಲಿ ಕಡಿಮೆಯಲ್ಲಿ ಒಂದು ಕಾರ್ಯಕ್ರಮ ನಡೆಯಬೇಕು.,There should be at least one program in our Tulu Nadu every week so that the editing work of adding to Tulu wiki should be done every day.
ಶಂಕರನು ಆ ಕಂಪನಿಯನ್ನು ತನ್ನ ವಶಕ್ಕೆ ಪಡೆದುಕೊಳ್ಳುತ್ತಾನೆ,Shankar takes over the company
ಕೇಳಿ ಅಗ ಕೃಷ್ಣಪ್ಪನ್ನ ಪ್ರಾಣಿಗೆ ನೋಟ ಇಟ್ಟು ಬಂದೂಕಿನಲ್ಲಿ ಈಡ್ ಇಟ್ಟರು,"On hearing this, Aga Krishnappa looked at the animal and put the eid in the gun."
ಹೊರಗಡೆ ಕೊರಗ ನೇಮ ಕುದುರೆ ನೇಮ ಎಲ್ಲಾ ತಯಾರು ಆಗಿರುತ್ತದೆ,"Outside, the koraga rules, the horse rules, are all ready."
ಜಾಗದ ಸರ್ವ ಶಕ್ತಿಗಳನ್ನು ಮೊದಲು ವಂದಿಸುತ್ತಾ ತಾಯಿ ಮಂತ್ರ ದೇವತೆಗೆ ಭಕ್ತಿಯ ಪ್ರಾರ್ಥನೆ,A devotional prayer to the Goddess Maa Mantra saluting all the energies of the space first.
ಅಶ್ವತ್ಥನು ಆಟವಾಡಲು ಇಚ್ಚಿಸುತ್ತಾನೆ,Ashwatthya wants to play
ಅದರ ರಸವನ್ನು ಹೂಕಾಯಿಯ ರಸ ಕೊಡುವುದು ಎನ್ನುತ್ತಾರೆ,Its juice is called cauliflower juice.
ಯಾವಾಗ ವಿಗ್ರಹ ಆರಾಧನೆ ಸುರುವಾಯಿತೊ,When did idol worship begin?
ವಿಜಯನು ಶಕ್ತಿಗುಂದದೆ ಎಲ್ಲವನ್ನೂ ಎದುರಿಸುತ್ತಿದ್ದಾನೆ,Vijay is facing everything without fading away.
"ಇಲ್ಲಿ ಕೇಳು ಮಗಳೆ, ನೀನು ಕೇಳಿದನ್ನು ಕೊಡುವ","Listen here, my daughter, and I will give you what you ask."
ಸುಧಾಮನು ಬುದ್ಧಿಹೀನನಾಗಿದ್ದಾನೆ,Sudha ̄ ma is unintelligent
"ಮತ್ತು ಮಾತನಾಡಿದ ಅವರು ಮಧೂರು ಅವರು ತನ್ನ ಎಲ್ಲಾ ಏಳಿಗೆಗೂ, ಸಂಗೀತಾರಾಧನೆಗೆ ಉಡುಪಿ ಶ್ರೀಕೃಷ್ಣನೇ ಕಾರಣ.","And he said that Madhur is the reason for all his prosperity and music worship in Udupi, Sri Krishna."
ಅರುಣನು  ಬಡವನಾಗಿದ್ದನು,Aruna was poor
ವಿಶ್ವನಾಥನು ತೊಳೆಯುತ್ತಿದ್ದಾನೆ,Vishwanath is washing
ಈ ನುಡಿಗಟ್ಟು ಗಾದೆಯನ್ನು ಉಪಮೇಯವಾಗಿ ಅಥವಾ ಅತಿಶಯೋಕ್ತಿಯಲ್ಲಿ ಹೇಳಿದ್ದಾರೆ,The phrase is stated as a preposition or an exaggeration of the proverb
ವಿಕ್ರಮನು ಚೆನ್ನಾಗಿ ಹಾಡುತ್ತಾನೆ,Vikram sings well
ಗೌರೀಶನು ಆರಿಸುತ್ತಿದ್ದಾನೆ,Gaurish is choosing
ಈ ಸಂದರ್ಭದಲ್ಲಿ ಇವರಿಗೆ ಮಿಥುನ್ ರೈ ಸಾಥ್ ನೀಡಿದರು.,He was accompanied by Mithun Rai on this occasion.
ವಿಶ್ವನಾಥನು  ತೆಗೆದುಕೊಳ್ಳುತ್ತಾನೆ,Vishwanath takes
ಸಹೋದರರು ತಂಗಿಯನ್ನು ಅರಮನೆಗೆ ಕರೆದುಕೊಂಡು ಹೋದರು.,The brothers took the sister to the palace.
ಅವು ನನ್ನ ನೆನಪನ್ನು ಹಸಿ ಮಾಡಿದ್ದು,They ate up my memory.
ನಾವು ಎಂದರೆ ಯುವ ಜನಾಂಗದ ಬಹುದೊಡ್ಡ ಕೆಲಸ ನೆಲಕೈ ಹೊಡೆಯದಂತೆ ಮಾಡುವುದು,We mean the biggest job of the youth is not to hit the ground running.
ಪ್ರಶಾಂತನು ಸಿಹಿಯನ್ನು ತಿನ್ನುತ್ತಿದ್ದಾನೆ,The serene one is eating sweets
ಎತ್ತಿನ ಗಾಡಿಯ ಬಳಕೆ,The use of a bullock cart
ಬೇಕಾದಷ್ಟು ಪುನಃ ಊರಿನ ಕೊರಗ ಸಮುದಾಯದ ಹೆಂಗಸಿಗೆ ದಾನ ಕೊಡಬೇಕು,Adequate amount should be donated back to the Koraga community woman of the village.
ಮನೆಯಿಂದ ಛತ್ರಕ್ಕೆ ಹೋದಹಾಗೆ ದೀಪ ಹೊತ್ತಿಸಿ,turn on the lights when you go to the canopy from home
ಹಂಗಿನ ಅರಮನೆಯಲ್ಲಿ ಕುಚ್ಚನದ ಅನ್ನ ತಿನ್ನೆನು ಎಂದರಂತೆ ಸಿರಿ,Siri as if I had eaten rotten rice in the palace of Hung
ನಾರಾಯಣನು ಹೊರಗೆ ಹೋಗುವ ಅಗತ್ಯವಿದೆ,Narayan needs to go out.
ಅಮರನು ಚೇಷ್ಟೆ-ಮಾಡುತ್ತಾನೆ,Amar does mischief.
ಉದ್ದು ಮೃದಂಗವಾಗುವಾಗ,When it's soft
ಹಿಂದಿನ ಎತ್ತಿನ ಗಾಡಿಯ ಚಕ್ರ,The wheel of the rear bullock cart
ರವೀಶನು ಸತ್ಯ ನುಡಿಯುತ್ತಿದ್ದಾನೆ,Ravish is telling the truth
ಕಣ್ಣುಗಳಲ್ಲಿ ಉಮ್ಮಳಿಸಿ ಬರುವ ನೀರನ್ನು ಒರಸುತ್ತಾ,Tears welling up in your eyes
